xuhao,market_index,date,craft_name,price
1,20843,2020-12-28,白萝卜,3.2元/公斤
1,20843,2020-12-28,菠菜,3.5元/公斤
1,20843,2020-12-28,菜花,3.6元/公斤
1,20843,2020-12-28,葱头,2.7元/公斤
1,20843,2020-12-28,大白菜,3.1元/公斤
1,20843,2020-12-28,大葱,7元/公斤
1,20843,2020-12-28,豆角,7.7元/公斤
1,20843,2020-12-28,胡萝卜,3.3元/公斤
1,20843,2020-12-28,黄瓜,5.3元/公斤
1,20843,2020-12-28,韭菜,4.8元/公斤
1,20843,2020-12-28,莲藕,8元/公斤
1,20843,2020-12-28,南瓜,4元/公斤
1,20843,2020-12-28,平菇,7元/公斤
1,20843,2020-12-28,茄子,6.3元/公斤
1,20843,2020-12-28,芹菜,4.8元/公斤
1,20843,2020-12-28,青椒,6.2元/公斤
1,20843,2020-12-28,生菜,6.5元/公斤
1,20843,2020-12-28,蒜薹,9.5元/公斤
1,20843,2020-12-28,土豆,4.9元/公斤
1,20843,2020-12-28,莴笋,2.4元/公斤
1,20843,2020-12-28,西红柿,4.1元/公斤
1,20843,2020-12-28,西葫芦,4.7元/公斤
1,20843,2020-12-28,香菇,13元/公斤
1,20843,2020-12-28,洋白菜,2元/公斤
1,20843,2020-12-28,油菜,6.5元/公斤
1,20843,2020-12-27,白萝卜,3.2元/公斤
1,20843,2020-12-27,菠菜,3.5元/公斤
1,20843,2020-12-27,菜花,3.6元/公斤
1,20843,2020-12-27,葱头,2.7元/公斤
1,20843,2020-12-27,大白菜,3.1元/公斤
1,20843,2020-12-28,白萝卜,3.2元/公斤
1,20843,2020-12-28,菠菜,3.5元/公斤
1,20843,2020-12-28,菜花,3.6元/公斤
1,20843,2020-12-28,葱头,2.7元/公斤
1,20843,2020-12-28,大白菜,3.1元/公斤
1,20843,2020-12-28,大葱,7元/公斤
1,20843,2020-12-28,豆角,7.7元/公斤
1,20843,2020-12-28,胡萝卜,3.3元/公斤
1,20843,2020-12-28,黄瓜,5.3元/公斤
1,20843,2020-12-28,韭菜,4.8元/公斤
1,20843,2020-12-28,莲藕,8元/公斤
1,20843,2020-12-28,南瓜,4元/公斤
1,20843,2020-12-28,平菇,7元/公斤
1,20843,2020-12-28,茄子,6.3元/公斤
1,20843,2020-12-28,芹菜,4.8元/公斤
1,20843,2020-12-28,青椒,6.2元/公斤
1,20843,2020-12-28,生菜,6.5元/公斤
1,20843,2020-12-28,蒜薹,9.5元/公斤
1,20843,2020-12-28,土豆,4.9元/公斤
1,20843,2020-12-28,莴笋,2.4元/公斤
1,20843,2020-12-28,西红柿,4.1元/公斤
1,20843,2020-12-28,西葫芦,4.7元/公斤
1,20843,2020-12-28,香菇,13元/公斤
1,20843,2020-12-28,洋白菜,2元/公斤
1,20843,2020-12-28,油菜,6.5元/公斤
1,20843,2020-12-27,白萝卜,3.2元/公斤
1,20843,2020-12-27,菠菜,3.5元/公斤
1,20843,2020-12-27,菜花,3.6元/公斤
1,20843,2020-12-27,葱头,2.7元/公斤
1,20843,2020-12-27,大白菜,3.1元/公斤
1,20843,2020-12-27,大葱,7元/公斤
1,20843,2020-12-27,冬瓜,2元/公斤
1,20843,2020-12-27,豆角,7.7元/公斤
1,20843,2020-12-27,胡萝卜,3.3元/公斤
1,20843,2020-12-27,黄瓜,5.3元/公斤
1,20843,2020-12-27,韭菜,4.8元/公斤
1,20843,2020-12-27,莲藕,8元/公斤
1,20843,2020-12-27,南瓜,4元/公斤
1,20843,2020-12-27,平菇,7元/公斤
1,20843,2020-12-27,茄子,6.3元/公斤
1,20843,2020-12-27,芹菜,4.8元/公斤
1,20843,2020-12-27,青椒,6.2元/公斤
1,20843,2020-12-27,生菜,6.5元/公斤
1,20843,2020-12-27,蒜薹,9.5元/公斤
1,20843,2020-12-27,土豆,4.9元/公斤
1,20843,2020-12-27,莴笋,2.4元/公斤
1,20843,2020-12-27,西红柿,4.1元/公斤
1,20843,2020-12-27,西葫芦,4.7元/公斤
1,20843,2020-12-27,香菇,13元/公斤
1,20843,2020-12-27,洋白菜,2元/公斤
1,20843,2020-12-27,油菜,6.5元/公斤
1,20843,2020-12-26,白萝卜,3.2元/公斤
1,20843,2020-12-26,菠菜,3.5元/公斤
1,20843,2020-12-26,菜花,3.6元/公斤
1,20843,2020-12-26,葱头,2.7元/公斤
1,20843,2020-12-26,大白菜,3.1元/公斤
1,20843,2020-12-26,大葱,7元/公斤
1,20843,2020-12-26,冬瓜,2元/公斤
1,20843,2020-12-26,豆角,7.7元/公斤
1,20843,2020-12-26,胡萝卜,3.3元/公斤
1,20843,2020-12-26,黄瓜,5.3元/公斤
1,20843,2020-12-26,韭菜,4.8元/公斤
1,20843,2020-12-26,莲藕,8元/公斤
1,20843,2020-12-26,南瓜,4元/公斤
1,20843,2020-12-26,平菇,7元/公斤
1,20843,2020-12-26,茄子,6.3元/公斤
1,20843,2020-12-26,芹菜,4.8元/公斤
1,20843,2020-12-26,青椒,6.2元/公斤
1,20843,2020-12-26,生菜,6.5元/公斤
1,20843,2020-12-26,蒜薹,9.5元/公斤
1,20843,2020-12-26,土豆,4.9元/公斤
1,20843,2020-12-26,莴笋,2.4元/公斤
1,20843,2020-12-26,西红柿,4.1元/公斤
1,20843,2020-12-26,西葫芦,4.7元/公斤
1,20843,2020-12-26,香菇,13元/公斤
1,20843,2020-12-26,洋白菜,2元/公斤
1,20843,2020-12-26,油菜,6.5元/公斤
1,20843,2020-12-25,白萝卜,3.2元/公斤
1,20843,2020-12-25,菠菜,3.5元/公斤
1,20843,2020-12-25,菜花,3.6元/公斤
1,20843,2020-12-25,葱头,2.7元/公斤
1,20843,2020-12-25,大白菜,3.1元/公斤
1,20843,2020-12-25,大葱,7元/公斤
1,20843,2020-12-25,冬瓜,2元/公斤
1,20843,2020-12-25,豆角,7.7元/公斤
1,20843,2020-12-25,胡萝卜,3.3元/公斤
1,20843,2020-12-25,黄瓜,5.3元/公斤
1,20843,2020-12-25,韭菜,4.8元/公斤
1,20843,2020-12-25,莲藕,8元/公斤
1,20843,2020-12-25,南瓜,4元/公斤
1,20843,2020-12-25,平菇,7元/公斤
1,20843,2020-12-25,茄子,6.3元/公斤
1,20843,2020-12-25,芹菜,4.8元/公斤
1,20843,2020-12-25,青椒,6.2元/公斤
1,20843,2020-12-25,生菜,6.5元/公斤
1,20843,2020-12-25,蒜薹,9.5元/公斤
1,20843,2020-12-25,土豆,4.9元/公斤
1,20843,2020-12-25,莴笋,2.4元/公斤
1,20843,2020-12-25,西红柿,4.1元/公斤
1,20843,2020-12-25,西葫芦,4.7元/公斤
1,20843,2020-12-25,香菇,13元/公斤
1,20843,2020-12-25,洋白菜,2元/公斤
1,20843,2020-12-25,油菜,6.5元/公斤
1,20843,2020-12-24,白萝卜,3.2元/公斤
1,20843,2020-12-24,菠菜,3.5元/公斤
1,20843,2020-12-24,菜花,3.6元/公斤
1,20843,2020-12-24,葱头,2.7元/公斤
1,20843,2020-12-24,大白菜,3.1元/公斤
1,20843,2020-12-24,大葱,7元/公斤
1,20843,2020-12-24,冬瓜,2元/公斤
1,20843,2020-12-24,豆角,7.7元/公斤
1,20843,2020-12-24,胡萝卜,3.3元/公斤
1,20843,2020-12-24,黄瓜,5.5元/公斤
1,20843,2020-12-24,韭菜,4.8元/公斤
1,20843,2020-12-24,莲藕,8元/公斤
1,20843,2020-12-24,南瓜,4元/公斤
1,20843,2020-12-24,平菇,7元/公斤
1,20843,2020-12-24,茄子,6.3元/公斤
1,20843,2020-12-24,芹菜,4.4元/公斤
1,20843,2020-12-24,青椒,6.2元/公斤
1,20843,2020-12-24,生菜,6.5元/公斤
1,20843,2020-12-24,蒜薹,9.5元/公斤
1,20843,2020-12-24,土豆,4.9元/公斤
1,20843,2020-12-24,莴笋,2.4元/公斤
1,20843,2020-12-24,西红柿,4.1元/公斤
1,20843,2020-12-24,西葫芦,4.7元/公斤
1,20843,2020-12-24,香菇,13元/公斤
1,20843,2020-12-24,洋白菜,2元/公斤
1,20843,2020-12-24,油菜,6.5元/公斤
1,20843,2020-12-23,白萝卜,3.2元/公斤
1,20843,2020-12-23,菠菜,3.5元/公斤
1,20843,2020-12-23,菜花,3.6元/公斤
1,20843,2020-12-23,葱头,2.7元/公斤
1,20843,2020-12-23,大白菜,3.1元/公斤
1,20843,2020-12-23,大葱,7元/公斤
1,20843,2020-12-23,冬瓜,2元/公斤
1,20843,2020-12-23,豆角,7.7元/公斤
1,20843,2020-12-23,胡萝卜,3.3元/公斤
1,20843,2020-12-23,黄瓜,5.5元/公斤
1,20843,2020-12-23,韭菜,4.8元/公斤
1,20843,2020-12-23,莲藕,8元/公斤
1,20843,2020-12-23,南瓜,4元/公斤
1,20843,2020-12-23,平菇,6.5元/公斤
1,20843,2020-12-23,茄子,6.3元/公斤
1,20843,2020-12-23,芹菜,4.8元/公斤
1,20843,2020-12-23,青椒,6.2元/公斤
1,20843,2020-12-23,生菜,6.5元/公斤
1,20843,2020-12-23,蒜薹,9.5元/公斤
1,20843,2020-12-23,土豆,4.9元/公斤
1,20843,2020-12-23,莴笋,2.4元/公斤
1,20843,2020-12-23,西红柿,4.1元/公斤
1,20843,2020-12-23,西葫芦,4.7元/公斤
1,20843,2020-12-23,香菇,13元/公斤
1,20843,2020-12-23,洋白菜,2元/公斤
1,20843,2020-12-23,油菜,6.5元/公斤
2,20859,2020-12-28,白鲢活鱼,5元/公斤
2,20859,2020-12-28,白萝卜,1.5元/公斤
2,20859,2020-12-28,白条鸡,15元/公斤
2,20859,2020-12-28,板栗,9.5元/公斤
2,20859,2020-12-28,鲍鱼,120元/公斤
2,20859,2020-12-28,菠菜,6元/公斤
2,20859,2020-12-28,菜油(散装),7.3元/公斤
2,20859,2020-12-28,葱头,5.6元/公斤
2,20859,2020-12-28,大白菜,1.8元/公斤
2,20859,2020-12-28,大葱,2.3元/公斤
2,20859,2020-12-28,大豆,4.7元/公斤
2,20859,2020-12-28,大黄花鱼,55元/公斤
2,20859,2020-12-28,大蒜,7.9元/公斤
2,20859,2020-12-28,带鱼,52元/公斤
2,20859,2020-12-28,豆角,4元/公斤
2,20859,2020-12-28,富士苹果,7.9元/公斤
2,20859,2020-12-28,哈密瓜,6元/公斤
2,20859,2020-12-28,荷兰豆,15元/公斤
2,20859,2020-12-28,红椒,6.5元/公斤
2,20859,2020-12-28,胡萝卜,2.9元/公斤
2,20859,2020-12-28,瓠子,3.3元/公斤
2,20859,2020-12-28,黄豆芽,1.6元/公斤
2,20859,2020-12-28,黄瓜,5.5元/公斤
2,20859,2020-12-28,活草鱼,12.3元/公斤
2,20859,2020-12-28,活鲫鱼,21元/公斤
2,20859,2020-12-28,活鲤鱼,7.5元/公斤
2,20859,2020-12-28,鸡蛋,7.52元/公斤
2,20859,2020-12-28,豇豆,9.5元/公斤
2,20859,2020-12-28,粳米(普通),5.1元/公斤
2,20859,2020-12-28,巨峰葡萄,8元/公斤
2,20859,2020-12-28,空心菜,5.6元/公斤
2,20859,2020-12-28,莲藕,15元/公斤
2,20859,2020-12-28,鲈鱼,34元/公斤
2,20859,2020-12-28,绿豆,9元/公斤
2,20859,2020-12-28,马蹄,4.2null
2,20859,2020-12-28,毛豆,11元/公斤
2,20859,2020-12-28,猕猴桃,7元/公斤
2,20859,2020-12-28,面粉,3.7元/公斤
2,20859,2020-12-28,柠檬,7元/公斤
2,20859,2020-12-28,牛肉,72元/公斤
2,20859,2020-12-28,糯米,6.6元/公斤
2,20859,2020-12-28,平菇,5.5元/公斤
2,20859,2020-12-28,脐橙,7.5元/公斤
2,20859,2020-12-28,芹菜,6.2元/公斤
2,20859,2020-12-28,青椒,7元/公斤
2,20859,2020-12-28,砂糖橘,8.5元/公斤
2,20859,2020-12-28,山竹,21元/公斤
2,20859,2020-12-28,生姜,5.8元/公斤
2,20859,2020-12-28,丝瓜,6.1元/公斤
2,20859,2020-12-28,酥梨,2.5元/公斤
2,20859,2020-12-28,蒜薹,5元/公斤
2,20859,2020-12-28,桃子,2.2元/公斤
2,20859,2020-12-28,土豆,4元/公斤
2,20859,2020-12-28,莴笋,4.4元/公斤
2,20859,2020-12-28,西瓜,2.8元/公斤
2,20859,2020-12-28,西红柿,6.5元/公斤
2,20859,2020-12-28,西葫芦,3.5元/公斤
2,20859,2020-12-28,西兰花,7.5元/公斤
2,20859,2020-12-28,香菜,10元/公斤
2,20859,2020-12-28,香菇,13元/公斤
2,20859,2020-12-28,香蕉,4.5元/公斤
2,20859,2020-12-28,小白菜,3.4元/公斤
2,20859,2020-12-28,小葱,6.7元/公斤
2,20859,2020-12-28,羊肉,68元/公斤
2,20859,2020-12-28,洋白菜,5.1元/公斤
2,20859,2020-12-28,一级豆油(散装),6.5元/公斤
2,20859,2020-12-28,油菜,3.35元/公斤
2,20859,2020-12-28,油麦菜,5元/公斤
2,20859,2020-12-28,玉米,3.5元/公斤
2,20859,2020-12-28,猪肉(白条猪),41.99元/公斤
2,20859,2020-12-27,白鲢活鱼,5元/公斤
2,20859,2020-12-27,白萝卜,1.5元/公斤
2,20859,2020-12-27,白条鸡,15元/公斤
2,20859,2020-12-27,板栗,9.5元/公斤
2,20859,2020-12-27,鲍鱼,120元/公斤
2,20859,2020-12-27,菠菜,6元/公斤
2,20859,2020-12-27,菜油(散装),7.3元/公斤
2,20859,2020-12-27,葱头,5.6元/公斤
2,20859,2020-12-27,大白菜,1.8元/公斤
2,20859,2020-12-27,大葱,2.3元/公斤
2,20859,2020-12-27,大豆,4.7元/公斤
2,20859,2020-12-27,大黄花鱼,55元/公斤
2,20859,2020-12-27,大蒜,7.9元/公斤
2,20859,2020-12-27,带鱼,52元/公斤
2,20859,2020-12-27,豆角,4元/公斤
2,20859,2020-12-27,富士苹果,7.9元/公斤
2,20859,2020-12-27,哈密瓜,6元/公斤
2,20859,2020-12-27,荷兰豆,15元/公斤
2,20859,2020-12-27,红椒,6.5元/公斤
2,20859,2020-12-27,胡萝卜,2.9元/公斤
2,20859,2020-12-27,瓠子,3.3元/公斤
2,20859,2020-12-27,黄豆芽,1.6元/公斤
2,20859,2020-12-27,黄瓜,5.5元/公斤
2,20859,2020-12-27,活草鱼,12.3元/公斤
2,20859,2020-12-27,活鲫鱼,21元/公斤
2,20859,2020-12-27,活鲤鱼,7.5元/公斤
2,20859,2020-12-27,鸡蛋,7.52元/公斤
2,20859,2020-12-27,豇豆,9.5元/公斤
2,20859,2020-12-27,粳米(普通),5.1元/公斤
2,20859,2020-12-27,巨峰葡萄,8元/公斤
2,20859,2020-12-27,空心菜,5.6元/公斤
2,20859,2020-12-27,莲藕,15元/公斤
2,20859,2020-12-27,鲈鱼,34元/公斤
2,20859,2020-12-27,绿豆,9元/公斤
2,20859,2020-12-27,马蹄,4.2null
2,20859,2020-12-27,毛豆,11元/公斤
2,20859,2020-12-27,猕猴桃,7元/公斤
2,20859,2020-12-27,面粉,3.7元/公斤
2,20859,2020-12-27,南瓜,2.5元/公斤
2,20859,2020-12-27,柠檬,7元/公斤
2,20859,2020-12-27,牛肉,72元/公斤
2,20859,2020-12-27,平菇,5.5元/公斤
2,20859,2020-12-27,脐橙,7.5元/公斤
2,20859,2020-12-27,茄子,6元/公斤
2,20859,2020-12-27,芹菜,6.2元/公斤
2,20859,2020-12-27,青椒,7元/公斤
2,20859,2020-12-27,砂糖橘,8.5元/公斤
2,20859,2020-12-27,山竹,21元/公斤
2,20859,2020-12-27,生姜,5.8元/公斤
2,20859,2020-12-27,丝瓜,6.1元/公斤
2,20859,2020-12-27,酥梨,2.5元/公斤
2,20859,2020-12-27,蒜薹,5元/公斤
2,20859,2020-12-27,桃子,2.2元/公斤
2,20859,2020-12-27,土豆,4元/公斤
2,20859,2020-12-27,莴笋,4.4元/公斤
2,20859,2020-12-27,西瓜,2.8元/公斤
2,20859,2020-12-27,西红柿,6.5元/公斤
2,20859,2020-12-27,西葫芦,3.5元/公斤
2,20859,2020-12-27,西兰花,7.5元/公斤
2,20859,2020-12-27,香菜,10元/公斤
2,20859,2020-12-27,香菇,13元/公斤
2,20859,2020-12-27,香蕉,4.5元/公斤
2,20859,2020-12-27,小白菜,3.4元/公斤
2,20859,2020-12-27,小葱,6.7元/公斤
2,20859,2020-12-27,羊肉,68元/公斤
2,20859,2020-12-27,洋白菜,5.1元/公斤
2,20859,2020-12-27,一级豆油(散装),6.5元/公斤
2,20859,2020-12-27,油菜,3.35元/公斤
2,20859,2020-12-27,油麦菜,5元/公斤
2,20859,2020-12-27,玉米,3.5元/公斤
2,20859,2020-12-27,猪肉(白条猪),41.99元/公斤
2,20859,2020-12-24,白鲢活鱼,5元/公斤
2,20859,2020-12-24,白萝卜,1.5元/公斤
2,20859,2020-12-24,白条鸡,15元/公斤
2,20859,2020-12-24,板栗,9.5元/公斤
2,20859,2020-12-24,鲍鱼,120元/公斤
2,20859,2020-12-24,菠菜,6元/公斤
2,20859,2020-12-24,菜油(散装),7.3元/公斤
2,20859,2020-12-24,葱头,5.6元/公斤
2,20859,2020-12-24,大白菜,1.8元/公斤
2,20859,2020-12-24,大葱,2.3元/公斤
2,20859,2020-12-24,大豆,4.7元/公斤
2,20859,2020-12-24,大黄花鱼,55元/公斤
2,20859,2020-12-24,大蒜,7.9元/公斤
2,20859,2020-12-24,带鱼,52元/公斤
2,20859,2020-12-24,豆角,4元/公斤
2,20859,2020-12-24,富士苹果,7.9元/公斤
2,20859,2020-12-24,哈密瓜,6元/公斤
2,20859,2020-12-24,荷兰豆,15元/公斤
2,20859,2020-12-24,红椒,6.5元/公斤
2,20859,2020-12-24,胡萝卜,2.9元/公斤
2,20859,2020-12-24,瓠子,3.3元/公斤
2,20859,2020-12-24,黄豆芽,1.6元/公斤
2,20859,2020-12-24,黄瓜,5.5元/公斤
2,20859,2020-12-24,活草鱼,12.3元/公斤
2,20859,2020-12-24,活鲫鱼,21元/公斤
2,20859,2020-12-24,活鲤鱼,7.5元/公斤
2,20859,2020-12-24,鸡蛋,7.52元/公斤
2,20859,2020-12-24,豇豆,9.5元/公斤
2,20859,2020-12-24,粳米(普通),5.1元/公斤
2,20859,2020-12-24,巨峰葡萄,8元/公斤
2,20859,2020-12-24,空心菜,5.6元/公斤
2,20859,2020-12-24,莲藕,15元/公斤
2,20859,2020-12-24,鲈鱼,34元/公斤
2,20859,2020-12-24,绿豆,9元/公斤
2,20859,2020-12-24,马蹄,4.2null
2,20859,2020-12-24,毛豆,11元/公斤
2,20859,2020-12-24,猕猴桃,7元/公斤
2,20859,2020-12-24,面粉,3.7元/公斤
2,20859,2020-12-24,南瓜,2.5元/公斤
2,20859,2020-12-24,柠檬,7元/公斤
2,20859,2020-12-24,牛肉,72元/公斤
2,20859,2020-12-24,糯米,6.6元/公斤
2,20859,2020-12-24,平菇,5.5元/公斤
2,20859,2020-12-24,脐橙,7.5元/公斤
2,20859,2020-12-24,茄子,6元/公斤
2,20859,2020-12-24,芹菜,6.2元/公斤
2,20859,2020-12-24,青椒,7元/公斤
2,20859,2020-12-24,砂糖橘,8.5元/公斤
2,20859,2020-12-24,山竹,21元/公斤
2,20859,2020-12-24,生姜,5.8元/公斤
2,20859,2020-12-24,丝瓜,6.1元/公斤
2,20859,2020-12-24,酥梨,2.5元/公斤
2,20859,2020-12-24,蒜薹,5元/公斤
2,20859,2020-12-24,桃子,2.2元/公斤
2,20859,2020-12-24,土豆,4元/公斤
2,20859,2020-12-24,莴笋,4.4元/公斤
2,20859,2020-12-24,西瓜,2.8元/公斤
2,20859,2020-12-24,西红柿,6.5元/公斤
2,20859,2020-12-24,西葫芦,3.5元/公斤
2,20859,2020-12-24,西兰花,7.5元/公斤
2,20859,2020-12-24,香菜,10元/公斤
2,20859,2020-12-24,香菇,13元/公斤
2,20859,2020-12-24,香蕉,4.5元/公斤
2,20859,2020-12-24,小白菜,3.4元/公斤
2,20859,2020-12-24,小葱,6.7元/公斤
2,20859,2020-12-24,羊肉,68元/公斤
2,20859,2020-12-24,洋白菜,5.1元/公斤
2,20859,2020-12-24,一级豆油(散装),6.5元/公斤
2,20859,2020-12-24,油菜,3.35元/公斤
2,20859,2020-12-24,油麦菜,5元/公斤
2,20859,2020-12-24,玉米,3.5元/公斤
2,20859,2020-12-24,猪肉(白条猪),41.99元/公斤
2,20859,2020-12-23,白鲢活鱼,5元/公斤
2,20859,2020-12-23,白萝卜,1.5元/公斤
2,20859,2020-12-23,白条鸡,15元/公斤
2,20859,2020-12-23,板栗,9.5元/公斤
2,20859,2020-12-23,鲍鱼,120元/公斤
2,20859,2020-12-23,菠菜,6元/公斤
2,20859,2020-12-23,菜油(散装),7.3元/公斤
2,20859,2020-12-23,葱头,5.6元/公斤
2,20859,2020-12-23,大白菜,1.8元/公斤
2,20859,2020-12-23,大葱,2.3元/公斤
2,20859,2020-12-23,大豆,4.7元/公斤
2,20859,2020-12-23,大黄花鱼,55元/公斤
2,20859,2020-12-23,大蒜,7.9元/公斤
2,20859,2020-12-23,带鱼,52元/公斤
2,20859,2020-12-23,豆角,4元/公斤
2,20859,2020-12-23,富士苹果,7.9元/公斤
2,20859,2020-12-23,哈密瓜,6元/公斤
2,20859,2020-12-23,荷兰豆,15元/公斤
2,20859,2020-12-23,红椒,6.5元/公斤
2,20859,2020-12-23,胡萝卜,2.9元/公斤
2,20859,2020-12-23,瓠子,3.3元/公斤
2,20859,2020-12-23,黄豆芽,1.6元/公斤
2,20859,2020-12-23,黄瓜,5.5元/公斤
2,20859,2020-12-23,活草鱼,12.3元/公斤
2,20859,2020-12-23,活鲫鱼,21元/公斤
2,20859,2020-12-23,活鲤鱼,7.5元/公斤
2,20859,2020-12-23,鸡蛋,7.52元/公斤
2,20859,2020-12-23,豇豆,9.5元/公斤
2,20859,2020-12-23,粳米(普通),5.1元/公斤
2,20859,2020-12-23,巨峰葡萄,8元/公斤
2,20859,2020-12-23,空心菜,5.6元/公斤
2,20859,2020-12-23,莲藕,15元/公斤
2,20859,2020-12-23,鲈鱼,34元/公斤
2,20859,2020-12-23,绿豆,9元/公斤
2,20859,2020-12-23,马蹄,4.2null
2,20859,2020-12-23,毛豆,11元/公斤
2,20859,2020-12-23,猕猴桃,7元/公斤
2,20859,2020-12-23,面粉,3.7元/公斤
2,20859,2020-12-23,南瓜,2.5元/公斤
2,20859,2020-12-23,柠檬,7元/公斤
2,20859,2020-12-23,牛肉,72元/公斤
2,20859,2020-12-23,糯米,6.6元/公斤
2,20859,2020-12-23,平菇,5.5元/公斤
2,20859,2020-12-23,脐橙,7.5元/公斤
2,20859,2020-12-23,茄子,6元/公斤
2,20859,2020-12-23,芹菜,6.2元/公斤
2,20859,2020-12-23,青椒,7元/公斤
2,20859,2020-12-23,砂糖橘,8.5元/公斤
2,20859,2020-12-23,山竹,21元/公斤
2,20859,2020-12-23,生姜,5.8元/公斤
2,20859,2020-12-23,丝瓜,6.1元/公斤
2,20859,2020-12-23,酥梨,2.5元/公斤
2,20859,2020-12-23,蒜薹,5元/公斤
2,20859,2020-12-23,桃子,2.2元/公斤
2,20859,2020-12-23,土豆,4元/公斤
2,20859,2020-12-23,莴笋,4.4元/公斤
2,20859,2020-12-23,西瓜,2.8元/公斤
2,20859,2020-12-23,西红柿,6.5元/公斤
2,20859,2020-12-23,西葫芦,3.5元/公斤
2,20859,2020-12-23,西兰花,7.5元/公斤
2,20859,2020-12-23,香菜,10元/公斤
2,20859,2020-12-23,香菇,13元/公斤
2,20859,2020-12-23,香蕉,4.5元/公斤
2,20859,2020-12-23,小白菜,3.4元/公斤
2,20859,2020-12-23,小葱,6.7元/公斤
2,20859,2020-12-23,羊肉,68元/公斤
2,20859,2020-12-23,洋白菜,5.1元/公斤
2,20859,2020-12-23,一级豆油(散装),6.5元/公斤
2,20859,2020-12-23,油菜,3.35元/公斤
2,20859,2020-12-23,油麦菜,5元/公斤
2,20859,2020-12-23,玉米,3.5元/公斤
2,20859,2020-12-23,猪肉(白条猪),41.99元/公斤
3,45544,2020-12-28,白萝卜,1.4元/公斤
3,45544,2020-12-28,大白菜,1.6元/公斤
3,45544,2020-12-28,大葱,2.6元/公斤
3,45544,2020-12-28,胡萝卜,2元/公斤
3,45544,2020-12-28,瓠子,3.8元/公斤
3,45544,2020-12-28,黄瓜,4.2元/公斤
3,45544,2020-12-28,韭菜,4.3元/公斤
3,45544,2020-12-28,莲藕,5.8元/公斤
3,45544,2020-12-28,南瓜,2.3元/公斤
3,45544,2020-12-28,芹菜,4.2元/公斤
3,45544,2020-12-28,青椒,4.5元/公斤
3,45544,2020-12-28,茼蒿,3.8元/公斤
3,45544,2020-12-28,土豆,3.3元/公斤
3,45544,2020-12-28,莴笋,4元/公斤
3,45544,2020-12-28,西红柿,5元/公斤
3,45544,2020-12-28,香菇,13.5元/公斤
3,45544,2020-12-28,油菜,2.2元/公斤
3,45544,2020-12-27,白萝卜,1.4元/公斤
3,45544,2020-12-27,大白菜,1.6元/公斤
3,45544,2020-12-27,大葱,2.6元/公斤
3,45544,2020-12-27,冬瓜,1.7元/公斤
3,45544,2020-12-27,胡萝卜,2元/公斤
3,45544,2020-12-27,瓠子,3.8元/公斤
3,45544,2020-12-27,黄瓜,4.2元/公斤
3,45544,2020-12-27,韭菜,4.3元/公斤
3,45544,2020-12-27,莲藕,5.8元/公斤
3,45544,2020-12-27,南瓜,2.3元/公斤
3,45544,2020-12-27,芹菜,4.2元/公斤
3,45544,2020-12-27,青椒,4.5元/公斤
3,45544,2020-12-27,茼蒿,3.8元/公斤
3,45544,2020-12-27,土豆,3.3元/公斤
3,45544,2020-12-27,莴笋,4元/公斤
3,45544,2020-12-27,西红柿,5元/公斤
3,45544,2020-12-27,香菇,13.5元/公斤
3,45544,2020-12-27,油菜,2.2元/公斤
3,45544,2020-12-26,白萝卜,1.3元/公斤
3,45544,2020-12-26,大白菜,1.6元/公斤
3,45544,2020-12-26,大葱,2.6元/公斤
3,45544,2020-12-26,冬瓜,1.6元/公斤
3,45544,2020-12-26,胡萝卜,2元/公斤
3,45544,2020-12-26,瓠子,3.6元/公斤
3,45544,2020-12-26,黄瓜,4.2元/公斤
3,45544,2020-12-26,韭菜,4元/公斤
3,45544,2020-12-26,莲藕,5.8元/公斤
3,45544,2020-12-26,南瓜,2.3元/公斤
3,45544,2020-12-26,芹菜,4元/公斤
3,45544,2020-12-26,青椒,4.2元/公斤
3,45544,2020-12-26,茼蒿,3.5元/公斤
3,45544,2020-12-26,土豆,3.3元/公斤
3,45544,2020-12-26,莴笋,4元/公斤
3,45544,2020-12-26,西红柿,4.4元/公斤
3,45544,2020-12-26,香菇,13元/公斤
3,45544,2020-12-26,油菜,2.2元/公斤
3,45544,2020-12-25,白萝卜,1.3元/公斤
3,45544,2020-12-25,大白菜,1.6元/公斤
3,45544,2020-12-25,大葱,2.6元/公斤
3,45544,2020-12-25,冬瓜,1.6元/公斤
3,45544,2020-12-25,胡萝卜,2元/公斤
3,45544,2020-12-25,瓠子,3.6元/公斤
3,45544,2020-12-25,黄瓜,4.2元/公斤
3,45544,2020-12-25,韭菜,4元/公斤
3,45544,2020-12-25,莲藕,5.8元/公斤
3,45544,2020-12-25,南瓜,2.3元/公斤
3,45544,2020-12-25,芹菜,4元/公斤
3,45544,2020-12-25,青椒,4.2元/公斤
3,45544,2020-12-25,茼蒿,3.5元/公斤
3,45544,2020-12-25,土豆,3.3元/公斤
3,45544,2020-12-25,莴笋,4元/公斤
3,45544,2020-12-25,西红柿,4.4元/公斤
3,45544,2020-12-25,香菇,13元/公斤
3,45544,2020-12-25,油菜,2.2元/公斤
3,45544,2020-12-24,白萝卜,1.3元/公斤
3,45544,2020-12-24,大白菜,1.6元/公斤
3,45544,2020-12-24,大葱,2.6元/公斤
3,45544,2020-12-24,冬瓜,1.6元/公斤
3,45544,2020-12-24,胡萝卜,2元/公斤
